entry_timestamp,exit_timestamp,entry_price,exit_price,size,trade_type,pnl,final_equity,exit_reason,window,window_start_capital,bars_in_trade,max_adverse_excursion,max_favorable_excursion,TENKAN_SEN_PERIOD,KIJUN_SEN_PERIOD,SENKOU_SPAN_B_PERIOD,RSI_PERIOD,RSI_OVERBOUGHT,RSI_OVERSOLD,min_confidence,strong_signal_threshold,confluence_threshold,volatility_threshold,volatility_window,trend_window,momentum_window,ADX_THRESHOLD
2025-04-02 17:55:00,2025-04-02 18:00:00,86658.637665,86537.14978,0.1096255405805542,1,-13.318175067112653,9973.363649865776,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:00:00,2025-04-02 18:05:00,86623.73022,86434.82097,0.1093775971469875,1,-20.662439843839216,9932.038770178096,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:05:00,2025-04-02 18:10:00,86521.29903,86475.690525,0.1090533422111195,1,-4.973759903502174,9922.091250371093,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:10:00,2025-04-02 18:15:00,86562.209475,86392.1823,0.1088926304564217,1,-18.514706334823867,9885.061837701447,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:15:00,2025-04-02 18:20:00,86478.61769999999,86366.53513,0.10859110605113632,1,-12.171170245352187,9860.719497210743,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:20:00,2025-04-02 18:25:00,86452.94487,86193.34177000001,0.1083558638336319,1,-28.129518154387966,9804.460460901966,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:25:00,2025-04-02 18:50:00,86279.57823,86490.83295000001,0.07556789613782292,1,15.964074739585747,9838.401148733074,Trailing Take Profit,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:50:00,2025-04-02 18:55:00,86577.36705,86242.87699,0.10795524754060329,1,-36.10995722717086,9766.181234278733,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 18:55:00,2025-04-02 19:05:00,86329.16301,86287.72455500001,0.07522962454811546,1,-3.1173994115036683,9762.246430444622,Trailing Take Profit,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
2025-04-02 19:05:00,2025-04-02 19:10:00,86374.05544499999,86228.594135,0.10737175719192481,1,-15.61843645813761,9731.009557528349,Stop Loss,2,10000.0,,,,7,29,30,11,84.74112881152449,24.564272567287524,,,,,,,,38.4154821380612
