window,total_pnl,win_rate,profit_factor,avg_win,avg_loss,num_trades,TENKAN_SEN_PERIOD,KIJUN_SEN_PERIOD,SENKOU_SPAN_B_PERIOD,RSI_PERIOD,RSI_OVERBOUGHT,RSI_OVERSOLD,ADX_PERIOD,ADX_THRESHOLD,BBANDS_PERIOD,BBANDS_STD,STOP_LOSS_MULTIPLIER,TAKE_PROFIT_MULTIPLIER,POSITION_SIZE_PCT
2,-5515.999734497564,0.5912792670512386,0.13856236233095168,0.39681528440793096,-2.86380282302167,5894,7,29,30,11,84.74112881152449,24.564272567287524,11,38.4154821380612,25,1.845766052062459,0.50032432373573,1.7609596606510607,2.7485007697599064
