entry_timestamp,exit_timestamp,entry_price,exit_price,size,trade_type,pnl,final_equity,exit_reason,window,window_start_capital,bars_in_trade,max_adverse_excursion,max_favorable_excursion,TENKAN_SEN_PERIOD,KIJUN_SEN_PERIOD,SENKOU_SPAN_B_PERIOD,RSI_PERIOD,RSI_OVERBOUGHT,RSI_OVERSOLD,min_confidence,strong_signal_threshold,confluence_threshold,volatility_threshold,volatility_window,trend_window,momentum_window,ADX_THRESHOLD
2022-05-17 20:50:00,2022-05-17 20:55:00,30150.797864999997,30091.50672,0.31508287251754297,1,-18.681624281452766,9962.636751437094,Stop Loss,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 20:55:00,2022-05-17 21:05:00,30121.61328,30181.371765000004,0.1571048805700828,1,9.388349648974415,9995.30100687343,Trailing Take Profit,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 21:05:00,2022-05-17 21:10:00,30211.568235,30194.785055,0.31430132599105565,1,-5.274975728346106,9984.751055416738,Stop Loss,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 21:10:00,2022-05-17 21:15:00,30224.994945,30178.153375,0.3138301104733535,1,-14.700295087844339,9955.350465241048,Stop Loss,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 21:15:00,2022-05-17 21:25:00,30208.346625,30256.474195000003,0.21915492898596522,1,10.547394185617991,9981.296721496576,Trailing Take Profit,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 21:25:00,2022-05-17 21:35:00,30286.745805,30334.815005000004,0.15654094940527313,1,7.524798205152796,10025.034668984175,Trailing Take Profit,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 21:35:00,2022-05-17 21:55:00,30365.164995,30536.514105000002,0.15682086590181832,1,26.87111580170636,10091.409606224415,Trailing Take Profit,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 21:55:00,2022-05-17 22:00:00,30567.065895,30479.682535000004,0.31363295250007495,1,-27.40630119617575,10036.597003832065,Stop Loss,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 22:00:00,2022-05-17 22:10:00,30510.177464999997,30494.36519,0.21875772486754114,1,-3.459057303979153,10033.95240278852,Stop Loss,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
2022-05-17 22:10:00,2022-05-17 22:15:00,30524.874809999998,30436.584095000002,0.3122782596810622,1,-27.571270826195263,9978.809861136131,Stop Loss,3,10000.0,,,,10,29,59,23,76.46352668464816,16.44460710836367,,,,,,,,31.3210381660613
