window,total_pnl,win_rate,profit_factor,avg_win,avg_loss,num_trades,TENKAN_SEN_PERIOD,KIJUN_SEN_PERIOD,SENKOU_SPAN_B_PERIOD,RSI_PERIOD,RSI_OVERBOUGHT,RSI_OVERSOLD,ADX_PERIOD,ADX_THRESHOLD,BBANDS_PERIOD,BBANDS_STD,STOP_LOSS_MULTIPLIER,TAKE_PROFIT_MULTIPLIER,POSITION_SIZE_PCT
2,-5525.821807579228,0.3715644820295983,0.41125110556907096,2.525307686069619,-6.140549294269278,1892,14,34,63,14,70.213079515498,26.460666242893467,30,29.585704609862013,24,1.9420706065695328,2.966296394938615,1.038010761733085,22.594165474712966
