window,total_pnl,win_rate,profit_factor,avg_win,avg_loss,num_trades,TENKAN_SEN_PERIOD,KIJUN_SEN_PERIOD,SENKOU_SPAN_B_PERIOD,RSI_PERIOD,RSI_OVERBOUGHT,RSI_OVERSOLD,ADX_PERIOD,ADX_THRESHOLD,BBANDS_PERIOD,BBANDS_STD,STOP_LOSS_MULTIPLIER,TAKE_PROFIT_MULTIPLIER,POSITION_SIZE_PCT
2,-5675.494702642847,0.42889165628891657,0.274323853805285,0.8551638635226768,-3.1173514503396844,4015,5,20,62,16,83.89110212383862,22.627000767191063,19,27.62987165735165,20,1.9042490634113405,1.0178631645149931,2.361275301294955,12.168051565137883
